Month ID,Month,State ID,State,Daily Cases,Daily Deaths,Daily Hospitalized,Daily Suspect,Accum Cases,Accum Deaths,Accum Hospitalized,Accum Suspect,Days Between Ingress and Death,New Cases Report,New Deaths Report,New Hospitalized Report,New Suspect Report,Accum Cases Report,Accum Deaths Report,Accum Hospitalized Report,Accum Suspect Report,AVG 7 Days Daily Cases,AVG 7 Days Accum Cases,AVG 7 Days Daily Deaths,AVG 7 Days Accum Deaths,AVG 7 New Cases Report,AVG 7 Accum Cases Report,AVG 7 New Deaths Report,AVG 7 Accum Deaths Report,Last 7 Daily Cases,Last 7 Daily Deaths,Last 7 Accum Cases,Last 7 Accum Deaths,Last 7 New Cases Report,Last 7 Accum Cases Report,Last 7 New Deaths Report,Last 7 Accum Deaths Report,Rate Daily Cases,Rate Accum Cases,Rate Daily Deaths,Rate Accum Deaths,Rate New Cases Report,Rate Accum Cases Report,Rate New Deaths Report,Rate Accum Deaths Report,Days from 50 Cases,Days from 10 Deaths
2,2020-02,25,Sinaloa,1,0,0,172,33,0,0,6261,,0,0,0,0,0,0,0,0,0.03940886875678753,1.0197044364337264,0,0,0,0,0,0,0.27586206896551724,0,7.137931034482759,0,0,0,0,0,0.0010923762516728763,0.03604841630520492,0,0,0,0,0,0,0,0
2,2020-02,26,Sonora,1,0,0,225,3,0,0,5665,,0,0,0,0,0,0,0,0,0.014778325783795324,0.0295566510537575,0,0,0,0,0,0,0.10344827586206896,0,0.20689655172413793,0,0,0,0,0,0.0011214834862741932,0.003364450458822579,0,0,0,0,0,0,0,0
2,2020-02,27,Tabasco,0,0,0,17,0,0,0,1296,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2020-02,28,Tamaulipas,0,0,0,34,0,0,0,2168,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2020-02,29,Tlaxcala,0,0,0,89,0,0,0,5713,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2020-02,30,Veracruz de Ignacio de la Llave,0,0,0,243,0,0,0,8200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2020-02,31,Yucatán,0,0,0,75,0,0,0,3249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2020-02,32,Zacatecas,0,0,0,108,0,0,0,3534,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2020-03,1,Aguascalientes,54,0,4,269,380,0,31,11912,,0,0,0,0,0,0,0,0,1.4239631492284037,7.465437829975159,0,0,0,0,0,0,9.96774193548387,0,52.25806451612903,0,0,0,0,0,0.12142011330973718,0.8544378441668325,0,0,0,0,0,0,3,0
3,2020-03,2,Baja California,180,5,77,869,907,9,373,16559,1.1666666666666667,0,0,0,0,0,0,0,0,3.2396313442337896,16.967741934041822,0.04147465527057648,0.06451612951294068,0,0,0,0,22.677419354838708,0.2903225806451613,118.7741935483871,0.45161290322580644,0,0,0,0,0.15974312161485996,0.8049278522451078,0.00443730893875322,0.007987156330097106,0,0,0,0,28,0
3,2020-03,3,Baja California Sur,42,2,5,240,190,4,22,11090,3,0,0,0,0,0,0,0,0,0.7188940274138604,3.294930894047983,0.01843318054752965,0.03225806595817689,0,0,0,0,5.032258064516129,0.12903225806451613,23.06451612903226,0.22580645161290322,0,0,0,0,0.16836401627909753,0.7616467437436504,0.008017334245866346,0.01603466849173269,0,0,0,0,0,0
3,2020-03,4,Campeche,8,0,2,61,89,0,12,1494,,0,0,0,0,0,0,0,0,0.21198157533522574,2.1382488497803287,0,0,0,0,0,0,1.4838709677419355,0,14.96774193548387,0,0,0,0,0,0.025790539720366077,0.28691975435902994,0,0,0,0,0,0,0,0
3,2020-03,5,Coahuila de Zaragoza,72,3,17,401,419,7,117,19830,6.666666666666667,0,0,0,0,0,0,0,0,1.2903225811258439,8.59446993470192,0.03225806547749427,0.06451613047430592,0,0,0,0,9.03225806451613,0.22580645161290322,60.16129032258065,0.45161290322580644,0,0,0,0,0.07215851833743434,0.4199224830635132,0.003006604890669546,0.007015411411562274,0,0,0,0,3,0
3,2020-03,6,Colima,5,0,3,187,45,0,11,6742,,0,0,0,0,0,0,0,0,0.11059908328517791,1.0829493110218356,0,0,0,0,0,0,0.7741935483870968,0,7.580645161290323,0,0,0,0,0,0.020542534128312143,0.18488280619344405,0,0,0,0,0,0,0,0
3,2020-03,7,Chiapas,16,0,3,309,121,0,22,7783,,0,0,0,0,0,0,0,0,0.3824884848248574,2.55299537797128,0,0,0,0,0,0,2.6774193548387095,0,17.870967741935484,0,0,0,0,0,0.009006910747097384,0.06811476240475331,0,0,0,0,0,0,0,0
3,2020-03,8,Chihuahua,36,0,21,165,300,0,85,6557,,0,0,0,0,0,0,0,0,0.7603686721094193,6.944700471816525,0,0,0,0,0,0,5.32258064516129,0,48.61290322580645,0,0,0,0,0,0.03054831801883636,0.25456931574210045,0,0,0,0,0,0,0,0
3,2020-03,9,Ciudad de México,852,28,372,1594,7648,156,2862,50424,2.093253970146179,0,0,0,0,0,0,0,0,21.622119705523215,174.14285666711868,0.5023041593451654,3.092165883991026,0,0,0,0,151.3548387096774,3.5161290322580645,1219,21.64516129032258,0,0,0,0,0.3047450139157234,2.7355514512427392,0.010015094472515968,0.05579838252836658,0,0,0,0,190,15
3,2020-03,10,Durango,13,3,5,122,128,23,44,7722,1.6666666666666667,0,0,0,0,0,0,0,0,0.3179723601187429,3.1013824915693653,0.0691244270532362,0.5207373273949469,0,0,0,0,2.225806451612903,0.4838709677419355,21.70967741935484,3.6451612903225805,0,0,0,0,0.022437438368797302,0.2209224763416475,0.0051778703927993774,0.03969700634479523,0,0,0,0,0,0
3,2020-03,11,Guanajuato,58,0,8,837,485,0,46,46510,,0,0,0,0,0,0,0,0,1.5529953914303933,10.506912488610514,0,0,0,0,0,0,10.870967741935484,0,73.54838709677419,0,0,0,0,0,0.03004038550200001,0.2511997713196662,0,0,0,0,0,0,10,0
3,2020-03,12,Guerrero,34,2,11,150,273,14,61,3585,1,0,0,0,0,0,0,0,0,0.806451617710052,6.036866354365503,0.05069124650570654,0.27188940442377524,0,0,0,0,5.645161290322581,0.3548387096774194,42.25806451612903,1.903225806451613,0,0,0,0,0.029990697760255106,0.24080765740044655,0.0017641586882452811,0.012349110817716967,0,0,0,0,0,0
3,2020-03,13,Hidalgo,40,3,14,191,270,11,76,15075,5,0,0,0,0,0,0,0,0,0.8617511545458147,5.69124424073004,0.050691245544341304,0.129032259506564,0,0,0,0,6.032258064516129,0.3548387096774194,39.83870967741935,0.9032258064516129,0,0,0,0,0.041806529486371626,0.28219407532484303,0.003135489720490671,0.011496795401457817,0,0,0,0,0,0
3,2020-03,14,Jalisco,122,4,20,1054,1309,25,136,58619,3.3333333333333335,0,0,0,0,0,0,0,0,3.4239631319238293,31.34101429533574,0.09216590177628302,0.4884792628788179,0,0,0,0,23.967741935483872,0.6451612903225806,219.38709677419354,3.4193548387096775,0,0,0,0,0.0467969985498536,0.502108775199421,0.0015343278646469116,0.009589549154043198,0,0,0,0,91,0
3,2020-03,15,Estado de México,485,10,249,1672,3738,40,1930,34383,5.85,0,0,0,0,0,0,0,0,11.741935430515197,80.17511540362912,0.15207373471029342,0.617511528634256,0,0,0,0,82.19354838709677,1.064516129032258,561.2258064516129,4.32258064516129,0,0,0,0,0.08977134381571124,0.6918871775870362,0.001850955548786348,0.007403822135060064,0,0,0,0,136,1
3,2020-03,16,Michoacán de Ocampo,29,1,6,162,211,6,37,4394,1,0,0,0,0,0,0,0,0,0.732718896000616,4.377880136332204,0.027649770821294477,0.09677419595180019,0,0,0,0,5.129032258064516,0.1935483870967742,30.64516129032258,0.6774193548387096,0,0,0,0,0.019386655620990262,0.14105463232244214,0.0006685053869601219,0.004011032321760731,0,0,0,0,0,0
3,2020-03,17,Morelos,17,3,6,212,153,8,33,10489,5.666666666666667,0,0,0,0,0,0,0,0,0.43778802887085944,3.474654348146531,0.03686636061437668,0.07834101636563578,0,0,0,0,3.064516129032258,0.25806451612903225,24.322580645161292,0.5483870967741935,0,0,0,0,0.026828352361917496,0.24145517366067057,0.00473441508027815,0.01262510700091239,0,0,0,0,0,0
3,2020-03,18,Nayarit,10,1,3,241,75,2,21,12939,6,0,0,0,0,0,0,0,0,0.2534562267603413,1.603686622554256,0.009216590273764825,0.013824885410647239,0,0,0,0,1.7741935483870968,0.06451612903225806,11.225806451612904,0.0967741935483871,0,0,0,0,0.025033982290375616,0.18775487162413135,0.002503398205003431,0.005006796410006862,0,0,0,0,0,0
3,2020-03,19,Nuevo León,90,0,9,1401,1110,0,69,74849,,0,0,0,0,0,0,0,0,2.6497695840174154,27.428571304967328,0,0,0,0,0,0,18.548387096774192,0,192,0,0,0,0,0,0.051749493446080916,0.6382437561067843,0,0,0,0,0,0,78,0
3,2020-03,20,Oaxaca,27,1,3,122,174,3,26,5063,2,0,0,0,0,0,0,0,0,0.5852534588306181,3.5806451507153048,0.013824885410647239,0.02764977034061186,0,0,0,0,4.096774193548387,0.0967741935483871,25.06451612903226,0.1935483870967742,0,0,0,0,0.02101962628864473,0.13545981241810706,0.0007785046773572122,0.0023355140320716365,0,0,0,0,0,0
3,2020-03,21,Puebla,153,3,41,291,1160,10,213,10995,5.333333333333333,0,0,0,0,0,0,0,0,3.548387102061702,25.20276475337244,0.04608295088814151,0.1198156701941644,0,0,0,0,24.838709677419356,0.3225806451612903,176.41935483870967,0.8387096774193549,0,0,0,0,0.07472966028557669,0.5665778297810785,0.001465287450100145,0.004884291470291153,0,0,0,0,45,0
3,2020-03,22,Querétaro,38,1,5,489,404,4,64,22778,5,0,0,0,0,0,0,0,0,1.0046083081153132,9.751151938592233,0.01843318054752965,0.04608295088814151,0,0,0,0,7.032258064516129,0.12903225806451613,68.25806451612904,0.3225806451612903,0,0,0,0,0.053772003419937625,0.5716812995172316,0.001415052721577306,0.005660210886309224,0,0,0,0,0,0
3,2020-03,23,Quintana Roo,114,5,48,205,772,17,262,4957,3.375,0,0,0,0,0,0,0,0,2.493087533020204,16.133640494077437,0.07834101540427055,0.2211981583987513,0,0,0,0,17.451612903225808,0.5483870967741935,112.93548387096774,1.5483870967741935,0,0,0,0,0.21339910669672874,1.4451237871281561,0.009359609816343553,0.03182267361590939,0,0,0,0,28,0
3,2020-03,24,San Luis Potosí,42,3,7,227,361,17,50,22240,5.666666666666667,0,0,0,0,0,0,0,0,1.0368663553268678,8.069124438108936,0.07373272170943598,0.30414746797853903,0,0,0,0,7.258064516129032,0.5161290322580645,56.483870967741936,2.129032258064516,0,0,0,0,0.04727046816579757,0.40630092135360163,0.0033764620461771565,0.01913328492833722,0,0,0,0,0,0
3,2020-03,25,Sinaloa,86,4,48,426,492,14,237,12483,1.25,0,0,0,0,0,0,0,0,1.7096773809002292,9.529954010440457,0.06451613095498854,0.17511520991402288,0,0,0,0,11.96774193548387,0.45161290322580644,66.70967741935483,1.2258064516129032,0,0,0,0,0.08788343338716414,0.5027749944598444,0.004087601457872699,0.014306605342895753,0,0,0,0,10,0
3,2020-03,26,Sonora,36,1,12,286,273,2,59,13676,6,0,0,0,0,0,0,0,0,0.8894009320966659,5.811059913327617,0.009216590273764825,0.013824885410647239,0,0,0,0,6.225806451612903,0.06451612903225806,40.67741935483871,0.0967741935483871,0,0,0,0,0.0377686696667825,0.2864124188500066,0.0010491297129661807,0.0020982594259323613,0,0,0,0,0,0
3,2020-03,27,Tabasco,73,1,9,252,398,1,38,2969,8,0,0,0,0,0,0,0,0,1.5161290231250948,7.308755888573585,0.004608295136882413,0.004608295136882413,0,0,0,0,10.612903225806452,0.03225806451612903,51.16129032258065,0.03225806451612903,0,0,0,0,0.09154649896006431,0.4991165275775617,0.001254061657574869,0.001254061657574869,0,0,0,0,6,0
3,2020-03,28,Tamaulipas,24,0,4,163,134,0,15,4052,,0,0,0,0,0,0,0,0,0.4377880293515421,2.6589861507377317,0,0,0,0,0,0,3.064516129032258,0,18.612903225806452,0,0,0,0,0,0.021207284723078052,0.1184073391580774,0,0,0,0,0,0,0,0
3,2020-03,29,Tlaxcala,6,0,1,108,32,0,4,8776,,0,0,0,0,0,0,0,0,0.13364055704685948,0.5299539157459813,0,0,0,0,0,0,0.9354838709677419,0,3.7096774193548385,0,0,0,0,0,0.01402513394432683,0.07480071268735393,0,0,0,0,0,0,0,0
3,2020-03,30,Veracruz de Ignacio de la Llave,38,1,9,642,338,4,54,19701,1,0,0,0,0,0,0,0,0,1.0138248887754255,7.594470051988479,0.01843318054752965,0.04608295088814151,0,0,0,0,7.096774193548387,0.12903225806451613,53.16129032258065,0.3225806451612903,0,0,0,0,0.014353937319209498,0.1276744962219269,0.0003777351831236193,0.0015109407324944773,0,0,0,0,0,0
3,2020-03,31,Yucatán,68,0,9,238,579,0,50,7091,,0,0,0,0,0,0,0,0,1.7327188863869636,12.958525460093252,0,0,0,0,0,0,12.129032258064516,0,90.70967741935483,0,0,0,0,0,0.09709841433552004,0.8267644608934079,0,0,0,0,0,0,10,0
